Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Madden NFL 2003,PS2,2002.0,Sports,3.36,0.21,0.01,0.56,95.0,7.7,E
Half-Life,PC,1997.0,Shooter,4.03,0.0,0.09,0.0,96.0,9.1,M
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,1.65,0.61,1.76,0.09,,,
FIFA Soccer 07,PS2,2006.0,Sports,0.71,2.48,0.03,0.89,,,
Street Fighter II Turbo,SNES,1992.0,Fighting,1.42,0.51,2.1,0.07,,,
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,2.57,1.52,0.0,0.0,91.0,7.9,T
Battlefield 1,PS4,2016.0,Shooter,1.1,2.15,0.21,0.61,88.0,8.4,M
God of War II,PS2,2007.0,Action,2.32,0.04,0.04,1.67,93.0,8.9,M
World Soccer Winning Eleven 9,PS2,2005.0,Sports,0.12,2.26,0.9,0.77,,8.2,E
Fallout: New Vegas,X360,2010.0,Role-Playing,2.66,1.03,0.04,0.33,84.0,8.1,M
Forza Motorsport 2,X360,2007.0,Racing,2.35,1.27,0.03,0.41,90.0,8.3,E
Carnival Games,Wii,2007.0,Misc,2.12,1.47,0.05,0.42,56.0,6,E
Watch Dogs,PS4,2014.0,Action,1.4,1.9,0.11,0.64,80.0,6.3,M
Namco Museum Vol.3,PS,1996.0,Misc,2.28,1.55,0.16,0.06,,,
Tekken Tag Tournament,PS2,2000.0,Fighting,1.68,1.51,0.51,0.35,85.0,8.5,T
Far Cry 4,PS4,2014.0,Shooter,1.13,2.18,0.1,0.63,85.0,7.7,M
Star Fox 64,N64,1997.0,Shooter,2.78,0.58,0.64,0.04,,,
Golf,NES,1984.0,Sports,1.22,0.28,2.46,0.04,,,
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,2.08,1.35,0.0,0.54,61.0,tbd,E10+
Left 4 Dead 2,X360,2009.0,Shooter,2.67,0.87,0.05,0.38,89.0,8.6,M
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,1.02,2.13,0.23,0.59,92.0,9.2,M
Assassin's Creed: Unity,PS4,2014.0,Action,1.19,2.07,0.08,0.62,70.0,4.9,M
Batman: Arkham Knight,PS4,2015.0,Action,1.53,1.69,0.1,0.64,87.0,7.6,M
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,2.03,1.16,0.37,0.38,93.0,8,E10+
Fallout 3,PS3,2008.0,Role-Playing,2.15,1.13,0.07,0.59,90.0,8,M
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,0.9,1.76,0.92,0.37,84.0,8.8,E10+
Donkey Kong Land,GB,1994.0,Platform,1.97,0.76,1.07,0.11,,,
EA Sports Active,Wii,2009.0,Sports,2.09,1.35,0.06,0.4,81.0,8.7,E
Tony Hawk's Underground,PS2,2003.0,Sports,2.29,1.17,0.01,0.42,90.0,8.7,T
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,0.68,0.48,2.62,0.11,86.0,8.7,T
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,1.16,2.12,0.0,0.6,94.0,8.1,M
NBA 2K16,PS4,2015.0,Sports,2.49,0.66,0.03,0.69,87.0,6.7,E10+
Tekken 5,PS2,2005.0,Fighting,0.93,1.94,0.31,0.7,88.0,8.6,T
Dragon Warrior III,NES,1988.0,Role-Playing,0.1,0.0,3.77,0.0,,,
MotorStorm,PS3,2006.0,Racing,1.53,1.6,0.06,0.67,84.0,7.4,T
Nintendogs + cats,3DS,2011.0,Simulation,1.44,1.41,0.73,0.27,,,
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,0.16,1.89,1.12,0.68,91.0,9.1,E
Sports Champions,PS3,2010.0,Sports,2.13,1.12,0.1,0.5,76.0,7.9,E10+
Namco Museum Vol.1,PS,1995.0,Misc,2.12,1.44,0.22,0.06,,,
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,2.21,0.96,0.54,0.13,,,
Call of Duty: Ghosts,PS4,2013.0,Shooter,1.78,1.43,0.05,0.57,78.0,3.7,M
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,0.86,1.56,1.05,0.35,59.0,4,E
Tom Clancy's The Division,PS4,2016.0,Shooter,1.35,1.7,0.15,0.6,80.0,7,M
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,1.05,1.91,0.41,0.42,68.0,6.9,E
Resident Evil Director's Cut,PS,1996.0,Action,1.82,1.24,0.47,0.25,,,
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,2.23,0.47,0.81,0.26,,,
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,2.4,1.01,0.0,0.36,77.0,7.5,E10+
The Sims: Unleashed,PC,2002.0,Simulation,2.03,1.56,0.0,0.17,79.0,8,T
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,1.4,1.39,0.1,0.86,,,
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,1.37,2.0,0.14,0.22,64.0,7.5,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,1.12,1.87,0.27,0.45,,,
Resident Evil 3: Nemesis,PS,1999.0,Action,1.3,0.77,1.54,0.11,,,
Super Paper Mario,Wii,2007.0,Platform,1.95,0.86,0.59,0.31,85.0,7.9,E
Spyro: Year of the Dragon,PS,2000.0,Platform,1.93,1.58,0.0,0.19,91.0,8.8,E
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,1.33,1.68,0.13,0.57,88.0,8.1,M
FIFA Soccer 2005,PS2,2004.0,Sports,0.58,2.48,0.04,0.59,81.0,7.6,E
Pokémon Trading Card Game,GB,1998.0,Strategy,1.49,0.73,1.38,0.1,,,
Friend Collection,DS,2009.0,Misc,0.0,0.0,3.67,0.0,,,
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,2.13,1.18,0.01,0.35,94.0,8.5,T
Star Wars Battlefront (2015),XOne,2015.0,Shooter,2.04,1.28,0.02,0.32,,,
MySims,DS,2007.0,Simulation,1.58,1.59,0.08,0.41,67.0,7.3,E
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,1.65,1.21,0.0,0.79,74.0,8.4,E10+
Banjo-Kazooie,N64,1998.0,Platform,1.87,1.13,0.55,0.1,,,
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,2.53,0.81,0.06,0.24,82.0,7.9,M
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,2.08,1.09,0.15,0.33,90.0,8.7,E
Pokemon Snap,N64,1999.0,Simulation,2.23,0.68,0.66,0.06,,,
Pro Evolution Soccer 2008,PS2,2007.0,Sports,0.05,0.0,0.64,2.93,82.0,7.9,E
Resident Evil 4,PS2,2005.0,Action,2.08,0.83,0.46,0.25,96.0,8.9,M
Guitar Hero: World Tour,Wii,2008.0,Misc,2.32,0.96,0.0,0.34,86.0,7.6,T
FIFA Soccer 10,PS3,2009.0,Sports,0.6,2.45,0.05,0.52,91.0,7.6,E
Star Wars: Battlefront,PS2,2004.0,Shooter,1.93,1.22,0.03,0.44,82.0,8.7,T
Doom II: Hell on Earth,PC,1994.0,Shooter,2.05,1.4,0.0,0.16,,,
The Simpsons: Road Rage,PS2,2001.0,Racing,2.02,1.17,0.0,0.42,64.0,7.7,T
Luigi's Mansion,GC,2001.0,Action,2.38,0.67,0.46,0.1,78.0,8.5,E
Battlefield 4,PS4,2013.0,Shooter,1.35,1.55,0.17,0.51,85.0,6.9,M
Star Wars: Battlefront II,PS2,2005.0,Shooter,2.18,1.02,0.03,0.37,84.0,9,T
Just Dance 2014,Wii,2013.0,Misc,1.88,1.39,0.0,0.31,,6.2,E10+
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,1.6,1.49,0.1,0.39,70.0,8,E
WWF SmackDown!,PS,2000.0,Fighting,2.01,1.35,0.06,0.16,,,
Croc: Legend of the Gobbos,PS,1997.0,Platform,1.57,1.79,0.0,0.2,,,
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,1.56,1.4,0.07,0.5,78.0,7.8,M
The Getaway,PS2,2002.0,Action,1.23,1.77,0.05,0.49,72.0,6.8,M
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,1.66,1.58,0.12,0.18,,,
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,1.9,1.13,0.1,0.41,72.0,7.9,T
LEGO Star Wars: The Video Game,PS2,2005.0,Action,1.98,1.14,0.01,0.41,,,
Rugrats in Paris: The Movie,PS,2000.0,Action,1.96,1.33,0.0,0.23,,,
FIFA Soccer 11,X360,2010.0,Sports,0.71,2.39,0.02,0.4,88.0,7.5,E
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,2.14,1.21,0.01,0.17,,,
Left 4 Dead,X360,2008.0,Shooter,2.66,0.49,0.05,0.3,89.0,7.9,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,1.17,0.5,1.75,0.08,,,
Assassin's Creed: Unity,XOne,2014.0,Action,2.27,0.9,0.0,0.33,72.0,4.1,M
Kung Fu,NES,1985.0,Action,1.64,0.38,1.42,0.06,,,
Resident Evil 5,X360,2009.0,Action,2.11,0.93,0.12,0.34,83.0,7.5,M
Assassin's Creed: Brotherhood,X360,2010.0,Action,2.85,0.38,0.03,0.24,89.0,8.3,M
FIFA Soccer 2004,PS2,,Sports,0.59,2.36,0.04,0.51,84.0,6.4,E
Battlefield 4,PS3,2013.0,Shooter,1.3,1.42,0.27,0.5,80.0,5.8,M
Batman: Arkham Asylum,X360,2009.0,Action,2.2,0.95,0.02,0.31,92.0,8.7,T
Battlefield 4,X360,2013.0,Shooter,2.15,1.01,0.02,0.31,79.0,5.6,M
Battlefield: Bad Company 2,X360,2010.0,Shooter,2.1,1.01,0.04,0.32,88.0,8.6,M
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,1.21,1.62,0.27,0.37,,,
Guitar Hero: On Tour,DS,2008.0,Misc,2.1,1.01,0.01,0.35,71.0,8.8,E10+
Clubhouse Games,DS,2006.0,Misc,0.59,1.79,0.73,0.34,83.0,8.4,E
Monster Hunter 4,3DS,2013.0,Role-Playing,0.0,0.0,3.44,0.0,,,
Borderlands,X360,2009.0,Shooter,2.4,0.71,0.03,0.29,84.0,8.2,M
Tekken 4,PS2,2002.0,Fighting,1.55,1.27,0.33,0.29,79.0,8.3,T
Final Fantasy III,SNES,1994.0,Role-Playing,0.86,0.0,2.55,0.02,,,
Grand Theft Auto 2,PS,1998.0,Action,1.13,2.07,0.0,0.22,70.0,8,T
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,1.09,1.36,0.49,0.48,93.0,8.2,M
Spider-Man 2,PS2,2004.0,Action,1.75,1.2,0.02,0.43,80.0,8.9,T
F-1 Race,GB,1990.0,Racing,1.73,0.69,0.59,0.4,,,
FIFA Soccer 2003,PS2,2002.0,Sports,0.46,2.28,0.05,0.61,88.0,6.7,E
LittleBigPlanet 2,PS3,2011.0,Platform,1.83,1.05,0.06,0.46,91.0,8.4,E
Crash Bash,PS,2000.0,Misc,1.56,1.47,0.19,0.17,68.0,8.2,E
Assassin's Creed Syndicate,PS4,2015.0,Action,0.81,1.99,0.07,0.52,76.0,6.8,M
LEGO Batman: The Videogame,X360,2008.0,Action,2.04,1.02,0.0,0.32,76.0,7.9,E10+
Destiny,XOne,2014.0,Shooter,2.14,0.92,0.0,0.31,75.0,5.5,T
WWF War Zone,PS,1998.0,Fighting,2.47,0.76,0.0,0.13,,,
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,1.9,0.67,0.73,0.06,,,
Far Cry 3,PS3,2012.0,Shooter,0.88,1.7,0.1,0.67,90.0,8.5,M
Rugrats: Search For Reptar,PS,1998.0,Adventure,1.63,1.53,0.0,0.18,,,
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,0.0,0.99,2.32,0.02,,,
James Bond 007: Nightfire,PS2,2002.0,Shooter,1.45,1.29,0.12,0.46,77.0,8.5,T
Ratchet & Clank,PS2,2002.0,Platform,1.44,1.01,0.57,0.3,,,
Monster Hunter X,3DS,2015.0,Action,0.27,0.21,2.79,0.05,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,1.47,1.39,0.03,0.43,60.0,7.2,T
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,1.4,0.91,0.74,0.26,87.0,7.8,E10+
Max Payne,PS2,2001.0,Shooter,1.99,1.05,0.05,0.22,80.0,8.5,M
Assassin's Creed IV: Black Flag,X360,2013.0,Action,1.9,1.11,0.01,0.29,86.0,7.9,M
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,1.5,1.28,0.05,0.46,85.0,8.7,T
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,0.09,0.0,3.18,0.01,,,
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,2.61,0.33,0.0,0.34,82.0,7.5,M
True Crime: Streets of LA,PS2,2003.0,Action,1.89,1.05,0.02,0.31,77.0,8,M
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,0.6,1.57,0.82,0.27,86.0,9.2,E10+
Gran Turismo (PSP),PSP,2009.0,Racing,0.5,1.58,0.31,0.87,,,
FIFA 16,XOne,2015.0,Sports,0.89,2.12,0.0,0.24,84.0,4.4,E
Wii Music,Wii,2008.0,Misc,1.35,1.11,0.46,0.32,63.0,4.6,E
Tekken,PS,1995.0,Fighting,0.95,1.3,0.77,0.22,,,
Madden NFL 16,PS4,2015.0,Sports,2.34,0.3,0.0,0.6,83.0,5.9,E
Gran Turismo 6,PS3,2013.0,Racing,0.72,1.67,0.4,0.44,81.0,7.7,E
Halo: The Master Chief Collection,XOne,2014.0,Shooter,1.91,1.0,0.03,0.29,85.0,7.2,M
007: Tomorrow Never Dies,PS,1999.0,Shooter,1.72,1.33,0.0,0.16,,,
Super Mario Maker,WiiU,2015.0,Platform,1.18,0.89,0.94,0.2,88.0,8.7,E
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,1.76,1.21,0.07,0.16,,,
Baseball,NES,1983.0,Sports,0.73,0.1,2.35,0.02,,,
Killer Instinct,SNES,1995.0,Fighting,2.26,0.72,0.12,0.1,,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,0.0,0.0,3.19,0.0,,,
God of War: Chains of Olympus,PSP,2008.0,Action,1.48,1.0,0.04,0.66,91.0,8.6,M
Enter the Matrix,PS2,2003.0,Action,1.78,1.12,0.09,0.19,62.0,8.1,T
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,1.35,0.59,0.8,0.43,83.0,8,T
Dance Central,X360,2010.0,Misc,2.15,0.76,0.01,0.26,82.0,7.6,T
L.A. Noire,PS3,2011.0,Adventure,1.27,1.29,0.12,0.49,89.0,7.7,M
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,2.06,0.56,0.38,0.17,89.0,9.1,E
Animal Crossing,GC,2001.0,Simulation,1.92,0.16,0.99,0.09,87.0,8.9,E
FIFA Soccer 08,PS2,2007.0,Sports,0.68,0.0,0.0,2.46,83.0,6.5,E
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,1.87,0.97,0.0,0.3,,8,E
Spider-Man,PS,2000.0,Action,1.7,1.25,0.02,0.16,87.0,9,E
Mario Party 9,Wii,2012.0,Misc,1.06,1.09,0.76,0.22,73.0,6.8,E
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,2.14,0.86,0.0,0.13,88.0,,E
Star Wars Episode I Racer,N64,1999.0,Racing,2.31,0.62,0.14,0.04,,,
Sonic Rush,DS,2005.0,Platform,1.21,1.56,0.06,0.29,82.0,8.5,E
Dragon Warrior IV,NES,1990.0,Role-Playing,0.08,0.0,3.03,0.01,,,
Rhythm Heaven,DS,2008.0,Misc,0.55,0.5,1.93,0.13,83.0,9,E
Fallout: New Vegas,PS3,2010.0,Role-Playing,1.52,1.03,0.1,0.46,82.0,7.8,M
Personal Trainer: Cooking,DS,2006.0,Misc,0.9,1.0,1.03,0.17,81.0,7.8,E
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,1.69,0.85,0.14,0.43,93.0,8,M
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,1.4,1.01,0.46,0.23,91.0,8.9,E
Resident Evil 6,PS3,2012.0,Shooter,0.88,0.94,0.88,0.4,74.0,5.4,M
Mass Effect 2,X360,2010.0,Role-Playing,1.99,0.81,0.03,0.27,96.0,8.9,M
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,2.17,0.28,0.55,0.08,67.0,7.9,T
Madden NFL 2002,PS2,2001.0,Sports,2.5,0.16,0.01,0.42,94.0,7.9,E
World Class Track Meet,NES,1986.0,Sports,1.92,0.45,0.64,0.07,,,
Donkey Kong,GB,1994.0,Platform,1.57,0.62,0.55,0.34,,,
The Sims: Vacation,PC,2002.0,Simulation,1.72,1.21,0.0,0.14,75.0,7.8,T
LEGO Batman: The Videogame,Wii,,Action,1.8,0.97,0.0,0.29,74.0,7.9,E10+
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,0.51,1.02,1.4,0.12,66.0,6.9,E
The Sims 4,PC,2014.0,Simulation,1.0,1.82,0.0,0.23,70.0,3.9,T
Borderlands 2,X360,2012.0,Shooter,1.89,0.88,0.04,0.25,89.0,8.2,M
LEGO Batman: The Videogame,DS,2008.0,Action,1.75,1.01,0.0,0.29,72.0,8,E10+
Kung Fu Panda,X360,2008.0,Action,1.91,0.84,0.0,0.29,75.0,7.4,E10+
Mass Effect 3,X360,2012.0,Role-Playing,1.94,0.84,0.03,0.24,93.0,5.8,M
Heavy Rain,PS3,2010.0,Adventure,1.29,1.21,0.06,0.47,87.0,7.7,M
Rayman,PS,1995.0,Platform,1.54,1.33,0.0,0.16,,,
Saints Row 2,X360,2008.0,Action,1.94,0.79,0.02,0.28,81.0,8.1,M
Tom Clancy's Splinter Cell,XB,2002.0,Action,1.85,1.04,0.0,0.13,93.0,8.5,T
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,2.03,0.47,0.45,0.07,,,
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,1.45,1.13,0.07,0.38,,,
FIFA 14,PS4,2013.0,Sports,0.61,1.85,0.11,0.44,87.0,6.3,E
Killzone 2,PS3,2009.0,Shooter,1.4,1.06,0.08,0.47,91.0,8.1,M
Far Cry 3,X360,2012.0,Shooter,1.38,1.32,0.02,0.28,91.0,8.6,M
Epic Mickey,Wii,2010.0,Platform,2.04,0.63,0.12,0.22,73.0,7,E
NBA 2K13,X360,2012.0,Sports,2.6,0.2,0.01,0.19,88.0,7.2,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,1.15,0.0,0.76,1.09,73.0,9.2,T
wwe Smackdown vs. Raw 2006,PS2,,Fighting,1.57,1.02,0.0,0.41,,,
Star Fox,SNES,1993.0,Shooter,1.61,0.51,0.8,0.07,,,
The Sims: Livin Large,PC,2000.0,Misc,1.67,1.18,0.0,0.13,82.0,6.6,T
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,0.12,1.26,1.16,0.45,93.0,9.1,E
Devil May Cry,PS2,2001.0,Action,1.36,0.86,0.64,0.13,94.0,8.5,M
Star Wars: The Old Republic,PC,2011.0,Role-Playing,1.58,1.01,0.0,0.38,85.0,5.9,T
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,1.01,1.43,0.05,0.47,84.0,8.1,M
Sonic Heroes,PS2,2003.0,Platform,1.04,1.37,0.06,0.49,64.0,7.8,E
Hitman 2: Silent Assassin,PS2,2002.0,Action,1.36,1.15,0.04,0.41,85.0,7.8,M
Titanfall,XOne,2014.0,Shooter,1.84,0.8,0.04,0.27,86.0,6.4,M
Battlefield: Bad Company 2,PS3,2010.0,Shooter,1.33,1.1,0.08,0.44,88.0,8.5,M
Wave Race 64,N64,1996.0,Racing,1.98,0.58,0.34,0.04,,,
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,2.22,0.51,0.06,0.15,87.0,9,M
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,1.45,1.11,0.04,0.33,,,
Pac-Man Collection,GBA,2001.0,Puzzle,2.07,0.77,0.05,0.05,79.0,7.8,E
Street Fighter IV,X360,2009.0,Fighting,1.82,0.7,0.15,0.26,93.0,7.3,T
inFAMOUS,PS3,2009.0,Action,1.76,0.68,0.12,0.37,85.0,8.3,T
Kirby Super Star Ultra,DS,2008.0,Platform,1.55,0.04,1.19,0.15,76.0,8.8,E
Call of Duty: Ghosts,XOne,2013.0,Shooter,1.88,0.77,0.0,0.27,78.0,4.3,M
FIFA 15,X360,2014.0,Sports,0.79,1.92,0.0,0.21,,4.2,E
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,1.75,0.45,0.62,0.09,,,
Mass Effect,X360,2007.0,Role-Playing,1.83,0.79,0.03,0.27,91.0,8.7,M
Sonic Mega Collection Plus,PS2,2004.0,Misc,1.54,1.14,0.0,0.22,73.0,8.6,E
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,0.08,1.24,1.13,0.45,93.0,9,E
Sega Superstars Tennis,X360,2008.0,Sports,1.75,0.86,0.0,0.28,67.0,6.8,E10+
Hot Shots Golf 3,PS2,2001.0,Sports,0.99,0.32,1.38,0.2,85.0,8.9,E
Cooking Mama: Cook Off,Wii,2007.0,Simulation,1.41,1.12,0.05,0.3,61.0,5.3,E
Call of Duty: Finest Hour,PS2,2004.0,Shooter,1.51,1.12,0.01,0.24,76.0,7.7,T
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,0.86,1.04,0.73,0.26,83.0,7.4,E10+
Syphon Filter,PS,1999.0,Shooter,2.03,0.72,0.02,0.11,,,
Imagine: Babyz,DS,2007.0,Simulation,1.3,1.26,0.0,0.31,,7.7,E
Colin McRae Rally,PS,1998.0,Racing,0.09,2.43,0.12,0.22,,,
Madden NFL 13,X360,2012.0,Sports,2.53,0.15,0.0,0.17,81.0,5.8,E
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,2.09,0.63,0.03,0.11,87.0,8.7,T
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,1.07,1.31,0.06,0.42,83.0,7.8,M
Command & Conquer: Red Alert,PC,1996.0,Strategy,1.37,1.34,0.0,0.14,,,
F-Zero,SNES,1990.0,Racing,1.37,0.51,0.89,0.07,,,
Yoshi's Story,N64,1997.0,Platform,1.29,0.53,0.98,0.05,,,
Mortal Kombat,PS3,2011.0,Fighting,1.98,0.53,0.0,0.34,84.0,8.4,M
Madden NFL 10,X360,2009.0,Sports,2.52,0.09,0.0,0.22,85.0,6.1,E
WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,1.32,1.08,0.04,0.39,,,
BioShock,X360,2007.0,Shooter,1.65,0.85,0.05,0.28,96.0,8.9,M
Metroid Prime,GC,2002.0,Shooter,1.96,0.67,0.1,0.09,97.0,9.3,T
Assassin's Creed: Brotherhood,PS3,2010.0,Action,1.87,0.55,0.11,0.29,90.0,8.2,M
Finding Nemo,GBA,2003.0,Action,1.59,1.05,0.04,0.14,,7,E
Zumba Fitness 2,Wii,2011.0,Sports,1.51,1.03,0.0,0.27,,tbd,T
Myst,PC,1994.0,Adventure,0.02,2.79,0.0,0.0,,,
Medal of Honor,PS3,2010.0,Shooter,1.28,1.04,0.07,0.42,75.0,7.5,M
Need for Speed: Most Wanted,PS3,2012.0,Racing,0.71,1.46,0.06,0.58,,,
Imagine: Fashion Designer,DS,2007.0,Simulation,1.32,1.19,0.0,0.3,,7.6,E
WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,1.32,1.06,0.04,0.38,,,
Hot Shots Golf,PS,1997.0,Sports,0.29,0.2,2.13,0.18,,,
A Bug's Life,PS,1998.0,Platform,1.96,0.72,0.0,0.11,,,
WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,1.19,1.15,0.04,0.41,,,
inFAMOUS: Second Son,PS4,2014.0,Action,1.28,0.98,0.07,0.46,80.0,7.9,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,0.0,0.0,2.78,0.01,,,
Mortal Kombat Trilogy,PS,1996.0,Fighting,1.98,0.7,0.0,0.11,,,
Monster Hunter Tri,3DS,2011.0,Role-Playing,0.46,0.29,1.96,0.07,,,
NBA Street,PS2,2001.0,Sports,2.19,0.22,0.0,0.38,89.0,8.6,E
Jak II,PS2,2003.0,Platform,1.68,0.74,0.0,0.36,87.0,8.2,T
Ratchet & Clank: Going Commando,PS2,2003.0,Platform,1.44,0.83,0.26,0.25,,,
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,1.05,1.23,0.03,0.47,89.0,7.2,E10+
Skylanders: Spyro's Adventure,Wii,2011.0,Action,1.35,1.13,0.0,0.3,81.0,5.6,E10+
Battlefield 3,PC,2011.0,Shooter,0.89,1.43,0.0,0.46,89.0,7.5,M
Mortal Kombat X,PS4,2015.0,Fighting,1.5,0.8,0.0,0.48,83.0,7.7,M
The Sims,PS2,2003.0,Simulation,1.41,1.12,0.0,0.24,83.0,7.7,T
Killzone 3,PS3,2011.0,Shooter,1.45,0.86,0.09,0.38,84.0,7.9,M
Star Wars: The Force Unleashed,X360,2008.0,Action,1.74,0.77,0.0,0.26,73.0,6.7,T
Minecraft,XOne,2014.0,Misc,1.61,0.9,0.0,0.25,,,
Yoshi's Island DS,DS,2006.0,Platform,1.45,0.07,1.1,0.15,81.0,7.4,E
Saints Row: The Third,X360,2011.0,Action,1.25,1.14,0.07,0.3,84.0,7.6,M
Missile Command,2600,1980.0,Shooter,2.56,0.17,0.0,0.03,,,
Mario Paint,SNES,1992.0,Misc,1.43,0.54,0.71,0.07,,,
Tekken 6,PS3,2009.0,Fighting,1.2,0.97,0.17,0.42,79.0,7.4,T
Pokémon Stadium 2,N64,2000.0,Strategy,1.02,0.36,1.13,0.23,,,
Metroid,NES,1986.0,Action,1.33,0.31,1.04,0.05,,,
Sonic and the Secret Rings,Wii,2007.0,Platform,1.21,1.19,0.04,0.29,69.0,6.6,E
FIFA 16,PS3,2015.0,Sports,0.41,1.84,0.05,0.4,,3.2,E
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,1.75,0.52,0.33,0.1,95.0,9.1,E
Onimusha: Warlords,PS2,2001.0,Action,0.99,0.48,1.09,0.14,86.0,8.2,M
Mario Party,N64,1998.0,Misc,1.25,0.53,0.87,0.05,,,
L.A. Noire,X360,2011.0,Adventure,1.52,0.92,0.02,0.24,89.0,7.8,M
Call of Duty 3,X360,2006.0,Shooter,1.49,0.92,0.02,0.27,82.0,6.5,T
Madden NFL 12,X360,2011.0,Sports,2.42,0.11,0.0,0.16,78.0,5.9,E
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,1.85,0.64,0.01,0.19,84.0,9,E10+
Killzone: Shadow Fall,PS4,2013.0,Shooter,0.89,1.33,0.08,0.39,73.0,6.8,M
Madden NFL 11,X360,2010.0,Sports,2.38,0.12,0.0,0.18,84.0,5.7,E
Burnout 3: Takedown,PS2,2004.0,Racing,1.23,1.11,0.0,0.34,93.0,9.1,T
Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,0.0,0.0,2.68,0.0,,,
Mortal Kombat,GEN,1992.0,Fighting,1.95,0.63,0.0,0.09,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,1.63,0.51,0.35,0.18,79.0,7.7,E
Professor Layton and the Last Specter,DS,2009.0,Puzzle,0.28,1.39,0.68,0.32,83.0,8.7,E10+
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,1.48,0.92,0.01,0.26,77.0,8.2,T
