children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
2,-940.6004540822237,44,ВЫСШЕЕ,0,женат / замужем,0,F,компаньон,0,327126.7382980421,жилье
0,-6373.865375741792,45,среднее,1,женат / замужем,0,M,сотрудник,0,119879.15451388426,покупка жилья
0,-1681.6645489757752,52,среднее,1,женат / замужем,0,F,сотрудник,0,82913.07958533696,дополнительное образование
0,-874.8530628222733,49,высшее,0,женат / замужем,0,M,сотрудник,0,204544.9473772695,операции с жильем
1,-930.0835695908777,47,среднее,1,гражданский брак,1,M,сотрудник,0,149082.6978115048,свадьба
0,-1611.5705027263714,29,высшее,0,гражданский брак,1,F,сотрудник,0,211975.5093212032,свадьба
1,-1710.1403339177082,29,среднее,1,гражданский брак,1,F,компаньон,0,286533.8601919884,покупка жилья для семьи
0,-2658.4860825068777,51,среднее,1,женат / замужем,0,F,компаньон,0,143913.54889214569,операции с жильем
0,-1617.8403552782233,44,среднее,1,женат / замужем,0,F,сотрудник,0,168586.38983165554,покупка недвижимости
0,383664.7812096172,52,среднее,1,женат / замужем,0,F,пенсионер,0,75225.8329878206,строительство жилой недвижимости
2,,40,среднее,1,в разводе,3,F,сотрудник,0,,недвижимость
2,-2888.5517238004663,48,среднее,1,женат / замужем,0,M,компаньон,0,215985.44144559512,строительство недвижимости
0,330174.4847063083,59,среднее,1,женат / замужем,0,F,пенсионер,0,93391.58176538996,недвижимость
0,333718.49112749967,68,Высшее,0,женат / замужем,0,F,пенсионер,0,161112.5201914575,операции с коммерческой недвижимостью
2,-2875.499547903885,29,высшее,0,Не женат / не замужем,4,M,сотрудник,0,266641.9942621301,покупка жилья
2,-146.00066306283634,37,среднее,1,женат / замужем,0,F,сотрудник,1,80334.09573086095,на покупку подержанного автомобиля
3,-1872.663186426345,0,среднее,1,женат / замужем,0,F,сотрудник,0,102166.45889364679,ремонт жилью
0,348537.5001330709,66,среднее,1,вдовец / вдова,2,F,пенсионер,0,61441.44474867713,автомобиль
0,-5538.96373102039,35,начальное,3,гражданский брак,1,M,сотрудник,1,123814.07946812904,заняться образованием
0,396814.1840801792,57,среднее,1,Не женат / не замужем,4,F,пенсионер,0,90523.5355423185,заняться высшим образованием
2,-1945.3766760759027,25,среднее,1,гражданский брак,1,M,компаньон,0,330328.4946763029,сыграть свадьбу
0,-1481.2761428816516,44,среднее,1,женат / замужем,0,F,сотрудник,0,47871.33938374737,покупка коммерческой недвижимости
0,-8631.590122353682,64,среднее,1,женат / замужем,0,F,сотрудник,0,160814.51199711685,ремонт жилью
1,-2725.9705734796325,46,среднее,1,гражданский брак,1,M,сотрудник,0,122263.20849609919,сыграть свадьбу
1,,23,Среднее,1,гражданский брак,1,F,сотрудник,1,,автомобиль
0,,44,Среднее,1,гражданский брак,1,F,сотрудник,0,,операции со своей недвижимостью
0,,66,среднее,1,женат / замужем,0,F,пенсионер,0,,операции с жильем
1,-1912.6526781783866,44,среднее,1,женат / замужем,0,M,компаньон,0,207375.36484136962,ремонт жилью
2,-4016.445178900168,33,среднее,1,женат / замужем,0,M,сотрудник,0,231068.86427388425,покупка жилья
0,384733.81603224203,56,среднее,1,вдовец / вдова,2,F,пенсионер,0,162416.13776348685,на покупку своего автомобиля
0,-9488.078233698932,63,высшее,0,женат / замужем,0,F,сотрудник,0,103078.01739352527,автомобили
0,-877.6474187514337,50,среднее,1,женат / замужем,0,M,компаньон,1,81863.1143896799,заняться высшим образованием
0,-9854.773564031651,45,среднее,1,женат / замужем,0,F,сотрудник,0,104614.11552672985,на покупку подержанного автомобиля
0,-1382.864823354735,47,среднее,1,женат / замужем,0,M,сотрудник,1,143042.6143061349,покупка своего жилья
0,-1303.9577949784834,28,среднее,1,женат / замужем,0,F,сотрудник,0,86117.27068691894,строительство собственной недвижимости
1,-710.680916165844,44,среднее,1,женат / замужем,0,F,сотрудник,0,153439.59682458098,ремонт жилью
0,-1006.2400540838852,35,среднее,1,женат / замужем,0,M,компаньон,0,160483.24249017154,получение дополнительного образования
